id,source,description,clusterId,name
94,https://www.greatsampleresume.com/job-responsibilities/inventory-management/order-management-specialist,"Perform troubleshoot on all sales orders and assist to identify and execute various enhancement to all management process.

Ensure compliance to all company and business policies and administer all open sales order and ensure appropriate order flow.

Manage all communication with all sales department order and process all customer orders and shipment of products and ensure optimal practices for all processes.

Prepare and update various sales orders through appropriate SRS ticket system and provide update on all CAS orders.

Monitor all vendor performance and evaluate all orders and provide all required approvals.

Verify all order line and prepare order reports on everyday basis and manage all shipment and respond to all inquiries for all status order and resolve all customer issues and prepare efficient schedule for projects.

Monitor and evaluate all order issues and resolve in discrepancies in production metrics and ensure accurate billing of all bookings.

Provide an interface with finance department and manage all contracting processes and manage all incoming purchase orders from various email locations.

Design finance package for all orders entered on Oracle and resolve all outstanding issues in coordination with management and evaluate all metrics to provide accurate weekly data.

Evaluate all weekly metrics and analyze all continuous improvement project and prepare reports for all requests.

Monitor and process all returns according to financial requirements and ensure compliance to all SOX reporting requirements.",145,Great Sample Resume
95,https://au.indeed.com/career-advice/career-development/what-is-people-management,"People management is the process of training, motivating and directing employees to optimise workplace productivity and promote professional growth. Workplace leaders, such as team leads, managers and department heads use people management to oversee workflow and boost employee performance every day. ",42,Indeed
96,https://www.peoplegoal.com/blog/what-is-a-performance-manager,"Performance managers are more concerned with the strategic view of performance. Depending on the organization they may also actively manage groups of employees, including other managers. Because it is a very people-centric role, they often work inside or very closely with the human resources team, but must also have strong relationships with finance, and senior management.

Develop efficient systems for collection information on performance.
Gathering and analyzing cross-functional performance data.
Presenting statistical performance analysis and recommending solutions.
Design and review policies related to employee performance.
Lead, develop and inspires teams.
Provide training and development to managers on best practices.
Identify, report, and resolve workplace or interpersonal barriers to performance.
Setting performance objectives and updating as necessary.
",76,People goal
97,https://www.betterteam.com/pricing-analyst-job-description,"Pricing analysts help businesses determine competitive pricing strategies to gain market share and achieve revenue goals. They analyze data from multiple sources, develop complex pricing models, and collaborate with sales and marketing teams to develop sales strategies.

In this role, you will be analyzing competitor pricing, preparing market share and revenue forecasts, and comparing the outcomes of different pricing strategies.

To ensure success as a pricing analyst, you should possess sound knowledge of quantitative and qualitative data analysis methods and experience in a similar role. An accomplished pricing analyst is someone who can translate pricing data into actionable profit-enhancing strategies.

Assessing data from a variety of sources to gain insights into pricing strategies and market trends.
Analyzing competitor pricing and market trends to increase market share and profitability.
Tracking customer engagement to develop effective pricing strategies for products and offerings.
Applying statistical modeling methods to determine the potential impact of pricing strategies on profitability.
Recommending pricing strategies that align closely with market trends and identifying new market segments.
Forecasting revenue and market share based on market trends, production costs, profit margins, and sales volumes.
Collaborating with sales and marketing departments on developing and implementing competitive pricing strategies.
Developing dynamic pricing tools to effectively respond to changing market needs and trends.
Preparing and presenting pricing analysis findings to executives, marketing teams, and sales staff.
Keeping informed on pricing analysis methods and industry trends.
",201,Betterteam
98,https://enhancv.com/resume-skills/process-improvement/,"A Process Improvement Manager is responsible for maintaining efficiency in the workers and overall quality in the workplace. It’s a key role whose sole focus is to oversee existing business practices and improve it to boost productivity, improve customer satisfaction, reduce operation cost, and maximize company resources.
",152,EnhanCV
99,https://www.indeed.com/career-advice/resumes-cover-letters/skills-for-product-manager,"A product manager is a professional who oversees the development of products for a company or brand. They are responsible for guiding a cross-functional team to create, develop and implement a product. The term product most often refers to a service or item being sold to consumers and can be either virtual, physical or both.

Performing research to determine customer needs.
Creating and communicating a strategy for the development of a product.
Defining the product vision and roadmap.
Overseeing product team as it works on the development of the product.
Setting sales objectives that align with consumer demand to reach sales goals.
Developing and implementing marketing campaigns related to the product.",11,Indeed
100,https://www.glassdoor.com/blog/guide/project-management-skills/,"Project management skills are a group of skills needed to initiate, plan, and execute a project. Project managers often have a team of people working on the project and everyone needs to work together to achieve a specific goal. Project management skills encompass a wide variety of hard skills, soft skills, and personality traits.

Budget Management – Every project has a budget, and it’s the project manager’s job to develop the budget and make sure it’s followed and adhered to by the entire team. Coming in at or under budget is a significant measure of a project’s success.
Process Management – Process management includes all the company processes needed to complete the project. It can be invoicing, employee reviews, reporting, and evaluations.
Mapping timelines – A project management timeline provides a visual of the project.
Technical Writing – The project manager is responsible for drafting a plan, providing project deliverables, and communicating the scope of the project in a clear and concise manner.
Strategic Planning – Strategic planning is an advanced form of planning that determines where a project’s resources will come from, how it will be funded, and takes into consideration other organizational challenges.",17,Glassdoor
101,https://www.seek.com.au/career-advice/role/property-manager,"Property Managers are responsible for organising, supervising and managing the letting of commercial, residential or retail properties on behalf of investors, landlords or owners.

List properties, organise inspections for potential tenants, prepare tenancy agreements, negotiate and collect rental income.
Conduct inspections of properties, liaise with tradespeople to organise maintenance and repairs as required.
Address owner or tenant concerns, liaise with owners about difficult tenants and deliver termination notices, and prepare and handle contracts pertaining to the property.

Property Managers oversee the daily business operations of dwellings and commercial entities, including advertising, collecting rent, screening tenants, and organising maintenance and repairs.

Property Managers often manage more than one property at a time, so it’s important that they are organised, are excellent communicators and possess strong problem-solving skills.
",79,Seek
102,https://www.indeed.com/career-advice/career-development/quality-assurance-skills,"Quality assurance is the process of establishing and maintaining a specified standard of excellence when producing and distributing products or services. This process ensures products and services are reliable and fit for purpose. The concept of quality assurance began in the manufacturing sector, but it has now spread to most industries. 
",23,Indeed
103,https://www.seek.com.au/career-advice/role/real-estate-agent,"A Real Estate Agent may specialise in the sale, purchase or leasing and management of residential, commercial, industrial or agricultural property whether it be existing dwellings, off the plan or vacant lots of land.

Seeking out prospective vendors and identifying potential buyers.
Promoting sales of properties through brochures, open houses, print and online listings.
Presenting properties and accompanying prospective buyers during property inspections.
Writing vendor reports, appraising properties, preparing contracts and documents, negotiating terms between buyers and sellers and facilitating settlements.
Advising clients on market conditions, prices, mortgages, legal requirements and related matters, such as construction work, financing, maintenance, repairs, and appraisals.
Developing networks of solicitors, lenders, and tradespeople to whom clients may be referred.

As a Real Estate Agent, you are in the people business so face-to-face meetings and phone calls are a big part of the job. You will be responsible for presenting properties in the best possible light, highlighting their key selling attributes in order to obtain the best price for the vendor whilst being remunerated in commissions.",239,Seek
104,https://www.indeed.com/career-advice/career-development/risk-manager-skills,"Risk manager skills are the distinct set of abilities that qualify risk professionals for their diverse duties. Risk managers use analytic skills to uncover potential risks and communication skills to explain these risks to the company's stakeholders. Their financial skills help them calculate risk, and problem solving helps them find ways to mitigate those risks and limit the chances of them occurring. A risk manager needs to use their skills to identify both external and internal risks associated with an organization.",35,Indeed
105,https://www.unicomcorp.com/blog/whats-the-role-of-technical-support-in-business/,"At its most basic, technical support monitors and maintains your computer systems, provides the technical expertise needed to keep your systems running smoothly, and supplies the know how to tailor your system to your specific needs. That boosts efficiency and productivity.

Troubleshooting, diagnosing and resolving technical issues.
Setting up accounts for new employees and new users.
Replacing and repairing computer equipment.
Testing new technology that businesses may buy.
Helping companies maintain network security and fire walls.
Training end users on how to use hardware/software.
Maintaining a database of reported incidents/actions taken.
Put another way, technical support reduces the downtime due to disrupted IT services, maximizes system uptime and resolves end-user problems, system incidents, and technical issues.
",160,Unicom
106,https://www.edaalberta.ca/page-1861489,"Conduit to the local business community with the ability to support, encourage and advise local businesses.
Works closely with the planning department and Council to ensure an understanding and awareness of economic development.
Strives to have key decision makers part of creating a ‘pro-business’ environment.
Should be the most knowledgeable person regarding the assets of the community and should be the number one sales person to internal and external markets.
Possesses critical thinking, great people skills, strong business background, good problem solving skills.
Knows how to link to the municipal, provincial and global economic development resources.
The EDO is a liaison between the economic development committee and/or community, and supports, encourages, and advises local businesses.
Without a large support staff, the EDO must be able to work effectively with volunteers
Works to build community capacity.",338,EDA Economic Developers Alberta
107,https://www.truity.com/career-profile/economist,"Research economic issues.
Conduct surveys and collect data.
Analyze data using mathematical models, statistical techniques, and software.
Present research results in reports, tables, and charts.
Interpret and forecast market trends.
Advise businesses, governments, and individuals on economic topics.
Recommend solutions to economic problems.
Write articles for academic journals and other media.
Economists apply both qualitative and quantitative economic analysis to topics within a variety of fields, such as education, health, development, and the environment. Some economists study the cost of products, healthcare, or energy, while others examine employment levels, business cycles, exchange rates, taxes, inflation, or interest rates.

Economists often study historical trends and use them to make forecasts. They research and analyze data using a variety of software programs. They sometimes present their research to various audiences.",13,Truity
108,https://www.yourcareer.gov.au/careers/224412/policy-analyst,"Policy Analysts develop and analyse policies that govern the design, implementation and modification of government or commercial programs.

Suits those who have strong written expression, good attention to detail and the ability to communicate clearly with a wide range of people. Critical thinking skills and an interest in law and government are helpful.

consult program administrators and other interested parties to identify policy needs.
review and develop new and existing policies and legislation.
prepare briefing papers and recommendations.
assess impacts, financial implications and feasibility of policies.
identify ethical, legal or political issues for research and analysis.
provide advice and recommendations to senior management and government.
prepare speeches, correspondence and Cabinet papers for ministers.
write and present reports.
",355,Your Career
109,https://www.investopedia.com/terms/s/social-science.asp,"Social sciences are a group of academic disciplines dedicated to examining society. This branch of science studies how people interact with each other, behave, develop as a culture, and influence the world.

Social sciences are a group of academic disciplines that focus on how individuals behave within society.
Some social science majors include anthropology, psychology, political science, and economics.
Typical careers in the social sciences include working as an economist, psychologist, social worker, or in law, government, non-profits, as well as working in academia.
Careers in social work and economics are among some of the fastest-growing industries in the United States.
Social sciences give us a better understanding of how to create more inclusive and effective institutions.

Social science examines the relationships between individuals and societies, as well as the development and operation of societies, rather than studying the physical world. These academic disciplines rely more heavily on interpretation and qualitative research methodologies.
",440,Investopedia
111,https://www.indeed.com/career-advice/career-development/urban-planning-skills,"Urban planning skills are the attributes that professionals use to create land-use plans and programs to benefit surrounding communities. Urban planning involves the consideration of accessibility, communication, sanitation, safety and efficiency in order to plan city infrastructure that meets the community's needs. Different urban planners use unique skills to meet the needs of the communities in which they're working.
",270,Indeed
112,https://www.seek.com.au/career-advice/role/archivist,"Archivists plan systems for the safekeeping of documents and records, and analyse artefacts to assess their relevance and place in those systems. Archivists work primarily in offices, and the work suits people who are meticulous, analytical and curious.

Examining, Identifying and classifying documents, objects, specimens and artefacts.
Evaluating and preserving records in keeping with systems and protocols.
Identifying items that require specialist examination.
Organising restoration of artefacts based on their deteriorated condition.
Assessing authenticity of objects and documents.
Devising record-keeping systems, processes, procedures and indexes.
Scheduling and arranging the retention and destruction of records.
",390,Seek
113,https://www.truity.com/career-profile/child-care-worker,"Childcare workers attend to the basic needs of children, such as dressing, feeding, and overseeing play. They may help younger children prepare for kindergarten or assist older children with homework.

Supervise and monitor the safety of children.
Prepare and organize mealtimes and snacks for children.
Help children keep good hygiene.
Change the diapers of infants and toddlers.
Organize activities or implement a curriculum that allows children to learn about the world and explore their interests.
Develop schedules and routines to ensure that children have enough physical activity, rest, and playtime.
Watch for signs of emotional or developmental problems in children and bring potential problems to the attention of parents or guardians.
Keep records of children’s progress, routines, and interests.
Childcare workers read and play with babies and toddlers to introduce basic concepts. For example, they teach them how to share and take turns by playing games with other children.
",271,Truity
114,https://www.rasmussen.edu/degrees/education/blog/skills-for-early-childhood-teachers/,"We are looking for a certified early childhood educator who can effectively address the needs of 3 to 6-year-old children in a school environment. The early childhood educator is responsible for providing developmentally appropriate programs that are aligned with national norms of the state.

To be a successful early childhood educator, you should be able to display strong communication skills and a kind and gentle demeanor when interacting with children. Ultimately, an outstanding early childhood educator should display patience and use creative ways to interact and engage with children.

Teaching and following a daily routine.
Adapting the program to suit the needs of the individual child or group.
Consistently planning innovative ways of keeping children actively engaged.
Imparting knowledge to children through fun and play.
Ensuring the social and emotional growth of the child.
Addressing the physical needs of the individual child or group.
Composing detailed reports for parents.
Meeting with The Head of Department and Principal on a regular basis.
Adhering to the guidelines of the Education Department and State.
Early Childhood Educator Requirements:

Ability to exercise patience when interacting with children.
A caring and approachable nature.
Ability to work during the evening, and after-hours, as needed.",361,Rasmussen University
115,https://www.betterteam.com/athletic-trainer-job-description,"We are looking for a dedicated Athletic Trainer who will be invested in the success of our athletes. The Athletic Trainer will work with medical professionals and coaches to evaluate athletes' condition, establish plans for diet, fitness, and treatment, and track progress towards health and fitness goals. You should be motivated to assist athletes, coaches, and families realize their potential and possess a strong understanding of sports-related injuries and treatments.

To be a successful Athletic Trainer, you should be committed to ensuring athletes accomplish their health and fitness goals and receive the proper training and treatment. You should be caring, knowledgeable, and passionate about the success of your athletes.

Working with coaches, athletes, and medical professionals to evaluate the player's condition.
Creating exercise and nutrition plans.
Speaking to coaches, family members, and athletes to set health and fitness goals.
Designing training and rehabilitation programs for athletes.
Using knowledge of sports-related injuries to diagnose and treat athletes.
Referring athletes to another doctor or other medical staff members.
Assisting and monitoring injured players as they heal and progress towards recovery.
Maintaining records relating to athlete condition and training, diet, and treatment plans.
Handling clerical tasks, such as maintaining inventory, assisting with budgets, or restocking supplies.
",433,Better Team
116,https://www.brianmac.co.uk/coachsr.htm,"Coach/Athlete Training Roles

The roles of the coach and athlete in determining training requirements will change over the time an athlete is with a coach.

When an athlete first starts in a sport/event (cognitive stage), the coach's role is to direct the athlete in all aspects of training (telling or showing coaching style).
As the athlete develops and demonstrates a sound technical understanding (associative stage) of the sport/event then gradually the coach's role changes to one where the coach and athlete discuss and agree on appropriate training requirements (involving coaching style).
As the athlete matures and demonstrates a sound understanding of training principals (autonomous stage), then the athlete will determine the training requirements. The coach's role becomes one of a mentor providing advice and support as and when required.

Coaching skills

As a coach, you will initially need to develop the skills of organising, safety, building rapport, providing instruction and explanation, demonstrating, observing, analysing, questioning and giving feedback.

Organising

In organising the training session, you need to plan how you will manage the athletes, equipment and area - group athletes accordingly to numbers, ability and the activity - continually check the plan is safe during the session.

Safety

In providing a safe environment for the athletes you must assess the risk of the area, equipment and athletes - continue to assess risk throughout the session - keep athletes on the set task and follow correct practice and progressions.

Building Rapport

In building rapport with the athletes learn and use their names, smile and make eye contact, coach the athlete rather than the sport, show interest in and respect for the athletes.

Instruction and explanation

In providing Instruction and Explanation, you should think about and plan what you are going to say, gain the athlete's attention, ensure they can all hear you, keep it simple and to the point and check they understand by asking open questions.

Demonstration

In providing demonstration make sure you are in a position where the athletes can clearly see and hear you, identify 1 or 2 key points for the athletes to focus on, repeat the demonstration in silence 2 or 3 times (side, back and front view), ask if they have any questions and check they understand by asking open questions. There are times when it might be more appropriate to use someone else to provide the demonstration.

Observation and Analysis

In observing and analysing break the action down into phases, focus on one phase at a time, observe the action several times from various angles & distances, compare the action with your technical model and if appropriate determine what corrective action is required. Remember your ears can also be used to observe - e.g. listen to the rhythm of the feet of the hurdler.

Feedback

In providing feedback encourage the athlete to self analyse by asking appropriate open questions, provide specific and straightforward advice, limit the information to 1 or 2 points, check they understand what they will do next and make the whole process a positive experience for the athlete.",433,BrianMac Sports Coach
117,https://www.prospects.ac.uk/job-profiles/education-administrator,"Education administrators manage the administration, support systems and activities that keep an educational institution running smoothly

As an education administrator, you'll usually based in higher or further education (HE or FE), but there are also opportunities in schools and private colleges.

provide administrative support to a team of lecturers, tutors or teachers.
manage the student life cycle from registration/admission to graduation/leaving.
work with academic boards, governing bodies and task groups.
assist with recruitment, public or alumni relations and marketing activities.
draft and interpret regulations.
deal with queries and complaints procedures.
coordinate examination and assessment processes.
maintain high levels of quality assurance, including course evaluation and course approval procedures.
use information systems and prepare reports and statistics for both internal and external use
participate in the development of future information systems.
contribute to policy and planning.
manage budgets and ensure financial systems are followed.
purchase goods and equipment, and process invoices.
supervise other administrative staff.
communicate with partner institutions, other institutions, external agencies, government departments and prospective students.
organise and facilitate a variety of educational or social activities.
",332,Prospects
118,https://www.seek.com.au/career-advice/role/fitness-instructor,"Fitness Instructors work with people to support their physical wellbeing and improve their fitness. They usually instruct groups and classes. They work in fitness centres, studios, gyms, physical rehabilitation centres and often work on a casual or part time basis, servicing more than one provider and set of clients.

Delivering group exercise classes and tuition in a variety of fitness activities.
Demonstrating and advising clients on the proper and safe use of fitness equipment.
Consulting with various health professionals to develop and design fitness programs.
Designing fitness programs based on assessment of the clients’ age, level of fitness, goals and abilities.
Demonstrating and teaching body movements and skills used in fitness routines.
Setting up and monitoring fitness equipment and ensuring that equipment is safe, clean and in working condition.
Reporting accidents and preparing accident reports.
Ensuring fitness centres are left clean and tidy at end of shift.

Fitness Instructors interact with members of the public daily often work shifts including early mornings, after hours on weeknights or on weekends. Experienced workers may specialise in a particular aspect of fitness training or fitness methodology such as Yoga or Aerobics, or work as consultants.
",185,Seek
119,https://www.northeastern.edu/graduate/blog/working-in-higher-education-careers-and-trends/,"Lecturing at higher education level isn’t a traditional graduate role, as you usually need a masters or PhD (along with a record of published research) to secure a job. An alternative route is via industry or professional experience.

You don't need a specific teaching qualification to become a lecturer in HE, although some universities ask for lecturers to have completed a postgraduate certificate in higher education. You’ll also be able to build experience of teaching students while studying for your PhD, perhaps as a graduate teaching assistant.

deliver lectures, seminars and tutorials.
design, prepare and develop courses, modules and teaching materials.
develop and implement new methods of teaching to reflect changes in research
assess students' coursework.
set, mark and moderate examinations and assessments.
supervise students' research activities, including final year undergraduate projects, Masters or PhD dissertations.
supervise your own research group, which typically includes research assistants (postdocs), PhD and Masters students.
support students through a pastoral or advisory role.
undertake individual and collaborative research projects that are published in peer-reviewed journals and actively contribute to your institution's research profile.
write up research and prepare it for publication.
research, develop and prepare bids and proposals to attract external funding to your department for a range of research projects.
carry out administrative tasks related to the department, such as student admissions, induction programmes and involvement in committees and boards.
contribute to professional conferences and seminars in your field of expertise.
establish collaborative links with other institutions, as well as with industrial, commercial and public organisations.
participate in staff training activities.",443,Northeastern University
120,https://www.indeed.com/hire/job-description/instructor?hl=en&co=US,"The biggest responsibility of an Instructor is to ensure their students master the information presented through the classes they teach. 

Establishing key objectives for classes.
Creating curriculum that accomplishes the set objectives.
Developing a syllabus that outlines topics that will be explored and listing due dates for assignments and exams.
Making lesson plans that describe how information will be presented.
Giving lectures and organizing activities to present material and deepen understanding of coursework.
Writing, administering and grading examinations that test students’ knowledge.
Answering students’ questions and providing support to help them succeed.
Recording students’ attendance and grades.",471,Indeed.com
121,https://www.glassdoor.com/blog/guide/teaching-skills/,"You will be responsible for preparing and implementing a full educational teaching plan according to the school’s requirements. It will be fundamental to provide knowledge and instruction to students while also helping them develop their personalities and skills.

The ideal candidate will be passionate for the job with an ability to reach out to students and create a relationship of mutual trust. They will know how to organize a class and make learning an easy and meaningful process.

The goal is to help cultivate the students’ interest in education and be their dedicated ally in the entire process of learning and development.

Present lessons in a comprehensive manner and use visual/audio means to facilitate learning.
Provide individualized instruction to each student by promoting interactive learning.
Create and distribute educational content (notes, summaries, assignments etc.)
Assess and record students’ progress and provide grades and feedback.
Maintain a tidy and orderly classroom.
Collaborate with other teachers, parents and stakeholders and participate in regular meetings.
Plan and execute educational in-class and outdoor activities and events.
Observe and understand students’ behavior and psyche and report suspicions of neglect, abuse etc.
Develop and enrich professional skills and knowledge by attending seminars, conferences etc.",233,Glassdoor
122,https://targetjobs.co.uk/careers-advice/job-descriptions/petroleum-engineer-job-description,"Petroleum engineers are responsible for the safe extraction of hydrocarbon deposits, such as oil and natural gas. This involves the planning and construction of boreholes (narrow holes drilled into the ground, used to locate resources) and oil wells (used to extract resources).

analysing geological data.
interpreting well-logging results (records of the geological formations penetrated by boreholes) to ascertain resource potential.
ascertaining extraction risks, such as the area’s potential for earthquakes.
planning and supervising extraction sites.
selecting and maintaining equipment.
monitoring and evaluating reservoir performance.
preparing reports and maps.
developing oilfield production programmes.
liaising with and advising managerial and technical staff.
using specialist computer applications and mathematical models to maximise production.
",228,Target jobs
123,https://www.seek.com.au/career-advice/role/instructional-designer,"Instructional Designers plan, develop and optimise instructional material, including online courses, seminars, instruction manuals, workshops, tutorials, multimedia training modules and assessments. Their work is used across a wide range of industries and purposes, from instruction manuals for household goods through to curriculums and technical courses for business management.

Designing, developing, and evaluating a broad range of instructional materials.
Analysing requirements and methodically developing instruction materials to match learning needs.
Collaborating with internal and external stakeholders to determine specific design needs.
Planning and implementing training strategies.
Integrating feedback, student support, assessment and course evaluation into the training program.
Studying instructional theories, tools and resources.
Conducting user testing.

Instructional designers interact with a range of technology and have strong verbal and written communication skills, regularly consulting with clients and stakeholders to gain the necessary understanding of the subject to be communicated.
",267,Seek
124,https://www.indeed.com/career-advice/resumes-cover-letters/skills-of-a-translator,"A translator is a person who interprets a language and translates it into another language. Translators are fluent in at least two languages so they can communicate between people who speak different languages. You can translate written or spoken communication to help people who aren't multilingual communicate better.",486,Indeed
125,https://www.seek.com.au/career-advice/role/interpreter,"Interpreters translate signed or spoken languages into other signed or spoken languages, often in a realtime capacity for the benefit of people requiring instantaneous translation.


Tasks and duties

Meet with clients to understand their needs.
Provide translation of spoken languages.
Provide translation of signed languages.
Provide translation of written documents.
Interpret the meaning and feeling of what is said or signed into the appropriate tone or sign.
Use simplification techniques to enable faster translation.
Attend meetings and conferences.
Take minutes and record interactions.

Interpreters need to be calm under pressure, able to think on their feet and have a high degree of emotional intelligence.

The work of an Interpreter can involve a lot of travel when required by clients.


Skills and experience employers are looking for

Parts Sales
Automotive Parts
Arabic
Auslan
Microsoft Products
Spoken English
Customer Service
NBN
Creative Ability

",486,Seek
126,https://elearningindustry.com/top-skills-every-lms-admin-should-have,"LMS admins play a prominent role in your L&D department. They manage every aspect of the LMS implementation process and lead your team to success.
Learning Management Systems allow you to monitor and manage your online training initiatives.

LMS admins must know how to migrate data, upload new online training content, and use the software features to the team's advantage. They need to have experience with enrolling new corporate learners into the Learning Management System and assigning roles. Furthermore, LMS admins should be familiar with the user interface/dashboard, so that they can navigate the LMS with ease. Last, but not least, they need to know how to integrate the current software into the new LMS platform. For example, mesh authoring or collaboration tools with the LMS.
",259,eLearning Industry
127,https://www.betterteam.com/librarian-job-description,"We are looking for an experienced and self-motivated Librarian to join our team. As a librarian, you will perform a range of duties such as cataloging library resources, maintaining library records, managing budgets, and planning book sales.

For this position, you will have to demonstrate outstanding interpersonal skills, as a great part of your job will involve interacting with the local community including parents, students, and young children. The ideal candidate should also possess in-depth knowledge of library database systems, as well as excellent communication and organizational skills.

Collecting and cataloging library resources including books, films, and publications.
Helping people locate reference and leisure reading materials.
Maintaining library records and ensuring they are up to date.
Performing regular audits of the information and inventory on file.
Educating patrons on how to properly search for information using the library databases.
Managing budgeting, planning, and employee activities.
Overseeing the check-out process for books and other resource materials.
Organizing and hosting book sales, author signings, and other reading events.
Clarifying the use of library amenities and providing information about library policies.
Ensuring the library meets the needs of precise groups of its users, including postgraduate students and disabled students.",156,Indeed
128,https://www.seek.com.au/career-advice/role/librarian,"Librarians are information services professionals who help people find the information they need for personal, educational or professional purposes.


Tasks and duties

Assisting people with information literacy and helping them find books, electronic resources and other materials.
Acquiring, preparing and classifying materials so they are easily accessible.
Organising and maintaining information sources; including books, magazines, newspapers, electronic resources, audio and video recordings, photographs and manuscripts.

Librarians may work in a variety of settings, including public libraries, school libraries, specialist and academic libraries, parliamentary libraries and archives.


Skills and experience employers are looking for

Library Management
Library Services
Information Management
Information Science
Librarianship
Information Services
Cataloguing
Information Studies
Information Literacy
Library Science
",156,Seek
129,https://www.enago.com/academy/becoming-a-good-peer-reviewer/,"Peer review plays an important role in academic publishing, giving authors of research papers a validation of their work and providing readers with reliable, high-quality content. Although there are some concerns about its practice, peer review continues to remain the most accepted method to evaluate scholarly publications. At the core of this process are the reviewers, who critically read the manuscripts prior to publication and then suggest recommendations as to whether the results should be accepted, revised, or rejected.
",347,Enago Academy
130,https://climbtheladder.com/education-program-manager/,"Education program managers are responsible for overseeing the implementation of educational programs. They work with teachers, students, and other stakeholders to ensure that these programs are effective and meet their intended goals.

Education program managers may oversee a variety of different programs, including after-school programs, summer camps, extracurricular activities, or even full-time curricula. Their job is to make sure that all of these programs are running smoothly and effectively. This might include things like developing curriculum, managing staff, monitoring student progress, etc.

Providing support to teachers and staff on issues such as curriculum development and classroom management techniques.
Monitoring student progress and communicating with parents regarding academic concerns.
Evaluating the effectiveness of educational programs, policies, and procedures, and making recommendations for improvement.
Establishing and maintaining effective working relationships with other school staff members such as teachers, principals, and parents.
Overseeing the implementation of new educational programs or initiatives in schools or districts.
Developing and implementing new policies and procedures related to education programs in schools or districts.
Preparing reports on student progress and teacher performance to administrators or parents.
Overseeing the implementation of new policies and procedures related to educational programs and initiatives in schools or districts.
Determining how to best use available resources to meet the goals of the program.",88,School of Education
131,https://jobdescriptions.unm.edu/detail.php?v&id=G6004,"Coordinates and oversees all day-to-day aspects of the administration of a range of standardized testing activities conducted in a centralized testing center, to include development and coordination of testing program policies and procedures, recruitment, training, and supervision of testing staff, and administration of testing carried out by proctors in accordance with established procedures. Manages the operation and maintenance of the center's computer testing pod.

Coordinates standardized group and/or individual test administration; administers and/or coordinates academic, credentials/certification, entrance, psychological, and vocational interest testing.
Administers the center's computer testing pod, to include installation, maintenance, troubleshooting, and enhancement of computer/network hardware, software, and peripheral.
Plans, develops, and coordinates testing program policies, procedures and schedules, and ensures adequate staffing for the administration of examinations.
Contacts testing companies, and orders and maintains supplies of manual testing materials.
Supervises and monitors administration of tests by proctors; ensures that test instructions are accurate and that appropriate testing environments are maintained.
Ensures that test results are fairly and accurately scored utilizing automated or manual processes; configures and operates test scoring scanners, and sets up and maintains computerized test score tracking systems and data bases.
Provides routine direction, information, and advisement to students and prospective students in regards to testing policies, procedures, and outcomes.
Ensures that all test administration is carried out in compliance with relevant university and higher education policies, regulations, guidelines, and standards.
Ensures confidentiality of test results and recommendations; maintains security of testing materials.
",484,UNM
132,https://www.ispringsolutions.com/blog/how-to-develop-a-training-program,"A training program is a planned sequence and combination of activities designed to equip employees with knowledge and skills to become better professionals. Each training program is aimed at achieving specific business goals. Depending on the purpose, there may be different types of training programs.

",245,Ispring
134,https://au.jobted.com/job-description/aerospace-engineer,"An aerospace engineer is someone who researches, designs and builds aerospace vehicles and systems. Aerospace engineering focuses on the design of vehicles designed to operate within the earth’s atmosphere and vehicles intended for use in space (e.g. aeroplanes, helicopters, drones, missiles, satellites, space stations and spacecraft).

What does an aerospace engineer do?

Aerospace engineers are involved in every phase of the design and construction of aircraft and spacecraft and possess a broad knowledge of all of the various aspects of this process, including structural mechanics, aerodynamics, propulsion systems and the onboard electronic systems used for flight guidance and control.

Typical tasks performed by an aerospace engineer include producing designs using technical drawing applications such as CAD, carrying out technical and financial feasibility studies and running simulations to verify the constructability and viability of projects. They may also build prototypes, which are tested so that any faults or defects can be identified and corrected, and collect data to verify the prototype’s compliance with the applicable technical requirements and standards (in a phase known as verification and validation).

During the production phase, aerospace engineers are responsible for overseeing construction work and coordinating other related activities, including final testing.

Finally, they prepare manuals and other technical documentation relating to the operation and maintenance of the craft or component.

Aerospace engineers often work on research and development projects in teams with other aerospace and aeronautical engineers and technicians. Aerospace R&D projects may be launched to achieve a wide range of aims and objectives, e.g. improving aircraft engine performance and efficiency by reducing fuel consumption, enhancing flight safety, increasing the speed or reducing the weight of aircraft, introducing new flight command and control technologies, testing the use of innovative materials to mitigate an aircraft’s environmental impact or streamlining and optimizing production processes to bring down manufacturing times and costs.

The tasks of an aerospace engineer can vary widely according to the company and the position. However, some of the common tasks performed by most aerospace engineers include:

Designing aeroplanes, helicopters, satellites and spacecraft
Developing and testing aerospace systems and technologies
Conducting feasibility studies and building prototypes
Designing on board systems, devices and components (i.e. avionics)
Supervising production and monitoring progress
Carrying out tests and inspections
Preparing maintenance and inspection plans for aircraft and mechanical and electronic components
Providing aerospace engineering consulting and support services

Aerospace engineers require the following skills:

Aerospace engineering skills
Advanced CAD design abilities
Knowledge of aerospace industry testing and verification/validation methodologies
Organizational and planning skills
Analytical skills
Communication skills
Willingness to relocate abroad",386,Jobted
