name,clusterName,id
Search Analytics,Marketing and Public Relations: Web Analytics;Specialised Skills,1150
Patient/Family Education and Instruction,Health Care: Patient Education and Support;Specialised Skills,1151
Gynaecology,Health Care: Obstetrics and Gynecology (OBGYN);Specialised Skills,1152
"Women's Health",Health Care: Obstetrics and Gynecology (OBGYN);Specialised Skills,1153
Toileting,Health Care: Basic Living Activities Support;Specialised Skills,1154
Dermatology,Health Care: Dermatology;Specialised Skills,1155
Iatrogenic,Specialised Skills,1156
Pathology,Health Care: Pathology;Specialised Skills,1157
Rheumatology,Health Care: General Medicine;Specialised Skills,1158
ICD-10,Health Care: Medical Billing and Coding;Specialised Skills,1159
Medical Coding,Health Care: Medical Billing and Coding;Specialised Skills,1160
Delivery Unload and Breakdown,Supply Chain and Logistics: Material Handling;Specialised Skills,1161
Signage,Architecture and Construction: Carpentry;Specialised Skills,1162
Data Governance,Analysis: Data Techniques;Specialised Skills,1163
Data Structures,Information Technology: Software Development Principles;Specialised Skills,1164
Master Data Management (MDM),Information Technology: Data Management;Specialised Skills,1165
Maternal-Foetal Medicine,Health Care: Obstetrics and Gynecology (OBGYN);Specialised Skills,1166
Midwifery,Health Care: Obstetrics and Gynecology (OBGYN);Specialised Skills,1167
Neonatology,Health Care: Pediatrics;Specialised Skills,1168
Obstetrics,Health Care: Obstetrics and Gynecology (OBGYN);Specialised Skills,1169
Oncology,Health Care: Oncology;Specialised Skills,1170
Ultrasound,Health Care: Radiology;Specialised Skills,1171
Dictation,Administration: Dictation;Specialised Skills,1172
Infection Control,Health Care: Medical Support;Specialised Skills,1173
General Practice,Health Care: General Medicine;Specialised Skills,1174
Legal Support,Legal: Litigation;Specialised Skills,1175
Booking,Specialised Skills,1176
Medical Terminology,Health Care: General Medicine;Specialised Skills,1177
Google AdWords,Marketing and Public Relations: Online Marketing;Specialised Skills,1178
Ambulance Operations,Specialised Skills,1179
Prepare Presentations,Design: Presentation Design;Specialised Skills,1180
Irrigation,Specialised Skills,1181
ADDIE,Education and Training: Instructional and Curriculum Design;Specialised Skills,1182
Instructional Design,Education and Training: Instructional and Curriculum Design;Specialised Skills,1183
Dispensing Patients Medication,Health Care: Pharmacy;Specialised Skills,1184
Patient Counselling,Health Care: Patient Education and Support;Specialised Skills,1185
Dietetics,Health Care: Nutrition and Diet;Specialised Skills,1186
Public Health and Safety,Health Care: Public Health and Disease Prevention;Specialised Skills,1187
Policy Analysis,"Economics, Policy, and Social Studies: Policy Analysis;Specialised Skills",1188
Independent Thinking,Specialised Skills,1189
Real Estate Sales,Sales: Specialised Sales;Specialised Skills,1190
Rowing,Specialised Skills,1191
Freight Brokerage,Supply Chain and Logistics: Transportation Operations;Specialised Skills,1192
Roofing,Architecture and Construction: Roofing;Specialised Skills,1193
Group Therapy,Health Care: Mental Health Therapies;Specialised Skills,1194
Mental Health Centre,Health Care: Mental and Behavioral Health Specialties;Specialised Skills,1195
Therapeutic Intervention,Health Care: Rehab Therapy;Specialised Skills,1196
Mail Sorting,Administration: General Administrative and Clerical Tasks;Specialised Skills,1197
Molecular Biology,Science and Research: Cellular Biology;Specialised Skills,1198
Clinical Research,Health Care: Clinical Research;Specialised Skills,1199
Clinical Trials,Health Care: Clinical Research;Specialised Skills,1200
Consultative Sales,Sales: Solution Sales Engineering;Specialised Skills,1201
Telemarketing,Sales: Telemarketing;Specialised Skills,1202
Online Communications,Specialised Skills,1203
Proofreading,Media and Writing: Writing;Specialised Skills,1204
Strategic Communications,Business: Business Communications;Specialised Skills,1205
Soldering,Manufacturing and Production: Brazing and Soldering;Specialised Skills,1206
SolidWorks,Specialised Skills,1207
Extrusion,Manufacturing and Production: Manufacturing Processes;Specialised Skills,1208
Machine Setting,Specialised Skills,1209
Apache Hadoop,Information Technology: Big Data;Specialised Skills,1210
Big Data Analytics,Analysis: Data Analysis;Specialised Skills,1211
Retail Sales,Sales: Retail Sales;Specialised Skills,1212
Retail Operations,Supply Chain and Logistics: Retail Store Operations;Specialised Skills,1213
Medical Assistance,Health Care: Basic Patient Care;Specialised Skills,1214
Early Childhood Education,Education and Training: Childhood Education and Development;Specialised Skills,1215
Community Health,Health Care: Public Health and Disease Prevention;Specialised Skills,1216
Grapples,Specialised Skills,1217
Photography,Media and Writing: Visual Design Production;Specialised Skills,1218
Social Marketing,Marketing and Public Relations: Online Marketing;Specialised Skills,1219
Credit Card Applications,Customer and Client Support: Payment Processing and Collection;Specialised Skills,1220
Design Thinking,Specialised Skills,1221
Rail Operations,Supply Chain and Logistics: Transportation Operations;Specialised Skills,1222
Confidentiality Agreements,Business: Contract Management;Specialised Skills,1223
Paving,Architecture and Construction: Road and Bridge Construction;Specialised Skills,1224
Concrete Finishing,Architecture and Construction: Masonry;Specialised Skills,1225
Insurance Sales,Sales: Insurance Sales;Specialised Skills,1226
Word Processing,Information Technology: Microsoft Office and Productivity Tools;Specialised Skills,1227
Inventory Maintenance,Supply Chain and Logistics: Inventory Maintenance;Specialised Skills,1228
Warehouse Inventory Maintenance,Supply Chain and Logistics: Inventory Maintenance;Specialised Skills,1229
Stock Control,Supply Chain and Logistics: Warehouse Management;Specialised Skills,1230
Business Systems Analysis,Business: Business Process and Analysis;Specialised Skills,1231
Rehabilitation Experience,Health Care: Rehab Therapy;Specialised Skills,1232
Rehabilitation Medicine,Health Care: Rehab Therapy;Specialised Skills,1233
Working With Patient And/Or Condition: Geriatrics,Health Care: Geriatrics;Specialised Skills,1234
Mass Spectrometry,Science and Research: Chemical Analysis;Specialised Skills,1235
Gymnastics,Education and Training: Exercise Training;Specialised Skills,1236
Medical Technology,Health Care: Medical Research;Specialised Skills,1237
Website Management,Information Technology: Web Development;Specialised Skills,1238
Home Repair,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",1239
Automotive Painting,Specialised Skills,1240
Spray Painting,Architecture and Construction: Construction Painting;Specialised Skills,1241
Front Office,Administration: Office Management;Specialised Skills,1242
Medical Imaging,Health Care: Radiology;Specialised Skills,1243
Exercise Programmes,Education and Training: Exercise Training;Specialised Skills,1244
Derivatives,Finance: Financial Trading;Specialised Skills,1245
ISDA,Finance: Financial Trading;Specialised Skills,1246
Ruby,Information Technology: Scripting Languages;Specialised Skills,1247
Talent Acquisition,Human Resources: Recruitment;Specialised Skills,1248
AWS CloudFormation,Information Technology: Cloud Solutions;Specialised Skills,1249
Behaviour-Driven Development (BDD),Information Technology: Software Development Methodologies;Specialised Skills,1250
Chef Infrastructure Automation,Information Technology: Network Configuration;Specialised Skills,1251
Test Driven Development (TDD),Specialised Skills,1252
Auto Repair,"Maintenance, Repair, and Installation: Vehicle Repair and Maintenance;Specialised Skills",1253
Credit/Debit Card Processing,Specialised Skills,1254
Lean Six Sigma,Manufacturing and Production: Lean Manufacturing;Specialised Skills,1255
Six Sigma,Manufacturing and Production: Lean Manufacturing;Specialised Skills,1256
Navision,Information Technology: Enterprise Resource Planning (ERP);Specialised Skills,1257
Equipment Maintenance,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",1258
Farm Machinery,"Agriculture, Horticulture, and the Outdoors: Agronomy and Farming;Specialised Skills",1259
Health Insurance Sales,Sales: Insurance Sales;Specialised Skills,1260
Architectural Standards,Specialised Skills,1261
HR Strategy,Human Resources: Human Resource Management and Planning;Specialised Skills,1262
Retain Top Talent,Human Resources: Talent Management;Specialised Skills,1263
Procurement Strategies,Supply Chain and Logistics: Procurement;Specialised Skills,1264
Retail Industry Knowledge,Specialised Skills,1265
Biomaterials,Manufacturing and Production: Materials Science;Specialised Skills,1266
Logistics Processes,Supply Chain and Logistics: Logistics;Specialised Skills,1267
Adobe Experience Manager (AEM),Design: User Interface and User Experience (UI/UX) Design;Specialised Skills,1268
Direct Mail,Marketing and Public Relations: Advertising;Specialised Skills,1269
Business Communications,Business: Business Communications;Specialised Skills,1270
Network Infrastructure (Edge POE Devices),Information Technology: General Networking;Specialised Skills,1271
Agronomy,"Agriculture, Horticulture, and the Outdoors: Agronomy and Farming;Specialised Skills",1272
Soil Collection,Environment: Environmental Geology;Specialised Skills,1273
Environmental Protection,Environment: Conservation;Specialised Skills,1274
Phlebotomy,Health Care: Blood Collection;Specialised Skills,1275
Local Area Network (LAN),Information Technology: Network Configuration;Specialised Skills,1276
Systems Management,Information Technology: Systems Administration;Specialised Skills,1277
Network Testing,Information Technology: Network Configuration;Specialised Skills,1278
Conciliation,Specialised Skills,1279
Agribusiness,"Agriculture, Horticulture, and the Outdoors: Agronomy and Farming;Specialised Skills",1280
Credit Analysis,Business: Risk Management;Specialised Skills,1281
Training Packages,Education and Training: Training Programs;Specialised Skills,1282
General Surgery,Health Care: Surgery;Specialised Skills,1283
Laparoscopic Procedures,Specialised Skills,1284
Digging Trenches,Architecture and Construction: Construction Labor;Specialised Skills,1285
Equipment Moving,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",1286
Proofing,Media and Writing: Writing;Specialised Skills,1287
Maintenance Coordination,"Maintenance, Repair, and Installation: Appliance Repair and Maintenance;Specialised Skills",1288
Brand Marketing,Marketing and Public Relations: Brand Management;Specialised Skills,1289
Patient Rehabilitation,Health Care: Rehabilitation;Specialised Skills,1290
Working With Patient And/Or Condition: Personality Disorder,Specialised Skills,1291
Leadership Development,Human Resources: Human Resource Management and Planning;Specialised Skills,1292
Leadership Training,Specialised Skills,1293
Pipe Laying,"Maintenance, Repair, and Installation: Plumbing;Specialised Skills",1294
Journalism,Media and Writing: Journalism;Specialised Skills,1295
Real Estate Experience,Business: Real Estate and Rental;Specialised Skills,1296
Computer-Aided Manufacturing (CAM),Manufacturing and Production: Computer-Aided Manufacturing;Specialised Skills,1297
Traffic Control Devices,Supply Chain and Logistics: Transportation Operations;Specialised Skills,1298
Animal Health,Health Care: Animal Health and Veterinary Medicine;Specialised Skills,1299
Investment Strategy,Finance: Investment Management;Specialised Skills,1300
Penicillin,Specialised Skills,1301
Life Support,Health Care: Emergency and Intensive Care;Specialised Skills,1302
Mechanical Design,Engineering: Drafting and Engineering Design;Specialised Skills,1303
Animal Husbandry,Personal Care and Services: Animal Care;Specialised Skills,1304
Customer Complaint Resolution,Customer and Client Support: Advanced Customer Service;Specialised Skills,1305
Fertility Problems,Health Care: General Medicine;Specialised Skills,1306
Cardiogenic Shock,Specialised Skills,1307
Extracorporeal Membrane Oxygenation (ECMO),Specialised Skills,1308
Vascular Surgery,Health Care: Surgery;Specialised Skills,1309
Working With Patient And/Or Condition: Pulmonary Embolism,Specialised Skills,1310
Guest Services,Customer and Client Support: Basic Customer Service;Specialised Skills,1311
Staff Education,Human Resources: Employee Training;Specialised Skills,1312
Ophthalmology,Health Care: Eye Care;Specialised Skills,1313
Urology,Health Care: Urology;Specialised Skills,1314
Working With Patient And/Or Condition: Acute Pain,Specialised Skills,1315
Workflow Management,Human Resources: Human Resource Management and Planning;Specialised Skills,1316
Corporate Reporting,Finance: Financial Reporting;Specialised Skills,1317
Business Case Analysis,Business: Business Process and Analysis;Specialised Skills,1318
Solomon,Finance: Accounting and Finance Software;Specialised Skills,1319
Cosmetic Medicine,Specialised Skills,1320
Skin Care,Health Care: Basic Patient Care;Specialised Skills,1321
Personnel Management,Business: People Management;Specialised Skills,1322
Critical Care,Health Care: Emergency and Intensive Care;Specialised Skills,1323
Adult Psychiatry,Health Care: Mental and Behavioral Health Specialties;Specialised Skills,1324
Clinical Development,Health Care: Clinical Research;Specialised Skills,1325
Coronary Care Unit Experience,Specialised Skills,1326
Discharge Planning,Health Care: Medical Support;Specialised Skills,1327
Psychiatry,Health Care: Mental and Behavioral Health Specialties;Specialised Skills,1328
Radiography,Health Care: Radiology;Specialised Skills,1329
Radiology,Health Care: Radiology;Specialised Skills,1330
Sexual Health,Specialised Skills,1331
Telemetry,Health Care: Cardiology;Specialised Skills,1332
Transit Planning,Specialised Skills,1333
"Women's Hospital",Specialised Skills,1334
Working With Patient And/Or Condition: Cardiac Arrest,Health Care: Emergency and Intensive Care;Specialised Skills,1335
Materials Transport,Supply Chain and Logistics: Material Handling;Specialised Skills,1336
Practising Medicine,Health Care: General Medicine;Specialised Skills,1337
Music,Media and Writing: Music;Specialised Skills,1338
Nuclear Medicine,Health Care: Nuclear Medicine;Specialised Skills,1339
Closing Sales,Sales: General Sales Practices;Specialised Skills,1340
Neurosurgery,Health Care: Surgery;Specialised Skills,1341
Data Engineering,Information Technology: Data Warehousing;Specialised Skills,1342
Database Schemata,Information Technology: Database Administration;Specialised Skills,1343
Artificial Intelligence,Information Technology: Artificial Intelligence;Specialised Skills,1344
Global Positioning System (GPS),Specialised Skills,1345
Italian,Specialised Skills,1346
Commercial Off the Shelf,Information Technology: Software Development Principles;Specialised Skills,1347
Engineering Support,Engineering: Engineering Practices;Specialised Skills,1348
Networking Comms,Specialised Skills,1349
Drywall,Architecture and Construction: Drywall;Specialised Skills,1350
Communications Programmes,Business: Business Communications;Specialised Skills,1351
Insurance Industry Knowledge,Information Technology: Telecommunications;Specialised Skills,1352
Media Relations,Marketing and Public Relations: Public Relations;Specialised Skills,1353
Patient Contact,Health Care: Basic Patient Care;Specialised Skills,1354
Referral Network,Sales: Business Development;Specialised Skills,1355
Meat Industry Knowledge,Specialised Skills,1356
HP OPENVIEW,Information Technology: Network Protocols;Specialised Skills,1357
Nagios,Information Technology: Systems Administration;Specialised Skills,1358
PagerDuty,Specialised Skills,1359
Remedyforce,Specialised Skills,1360
Saltstack,Information Technology: IT Automation;Specialised Skills,1361
Zenoss,Information Technology: Systems Administration;Specialised Skills,1362
Farm Equipment,"Agriculture, Horticulture, and the Outdoors: Agronomy and Farming;Specialised Skills",1363
Electronic Data Interchange,Information Technology: System Design and Implementation;Specialised Skills,1364
Freight Forwarding,Supply Chain and Logistics: Transportation Operations;Specialised Skills,1365
Point of Sale System,Customer and Client Support: Basic Customer Service;Specialised Skills,1366
Patient Transportation and Transfer,Health Care: Medical Support;Specialised Skills,1367
Hospital Experience,Health Care: Medical Support;Specialised Skills,1368
Orthopaedic Surgery,Health Care: Surgery;Specialised Skills,1369
Digital Design,Design: Digital Design;Specialised Skills,1370
International Marketing,Marketing and Public Relations: General Marketing;Specialised Skills,1371
MailChimp,Marketing and Public Relations: Online Marketing;Specialised Skills,1372
Online Advertising,Marketing and Public Relations: Online Advertising;Specialised Skills,1373
Package Design,Design: Industrial Design;Specialised Skills,1374
Print Media,Media and Writing: Media Production;Specialised Skills,1375
Video Production,Media and Writing: Visual Design Production;Specialised Skills,1376
Videography,Media and Writing: Visual Design Production;Specialised Skills,1377
Bank Transaction Processing,Finance: Banking Services;Specialised Skills,1378
Lending Experience,Specialised Skills,1379
Psychotherapy,Health Care: Mental Health Therapies;Specialised Skills,1380
Apple Macintosh,Information Technology: Basic Computer Knowledge;Specialised Skills,1381
FOREX,Finance: Financial Trading;Specialised Skills,1382
Computer Engineering,Engineering: Electrical and Computer Engineering;Specialised Skills,1383
Quantitative Research,Science and Research: Research Methodology;Specialised Skills,1384
Claims Adjustments,Customer and Client Support: Claims Processing;Specialised Skills,1385
Air Vehicle Engineering,Engineering: Aerospace Engineering;Specialised Skills,1386
Aircraft Maintenance,"Maintenance, Repair, and Installation: Vehicle Repair and Maintenance;Specialised Skills",1387
Path Planning,Business: Project Management;Specialised Skills,1388
Data Warehouse Processing,Information Technology: Data Warehousing;Specialised Skills,1389
Concrete Placement,Architecture and Construction: Masonry;Specialised Skills,1390
Laundry,Personal Care and Services: Housekeeping;Specialised Skills,1391
Gas-metal Arc Welding (GMAW),Manufacturing and Production: Welding;Specialised Skills,1392
Data Warehouse Development,Information Technology: Data Warehousing;Specialised Skills,1393
Programme Development,Education and Training: Program Management;Specialised Skills,1394
Lidar,Engineering: Surveying;Specialised Skills,1395
Claims Support,Customer and Client Support: Claims Processing;Specialised Skills,1396
Hardware Troubleshooting,Information Technology: Technical Support;Specialised Skills,1397
Customer Acquisition,Marketing and Public Relations: Customer Relationship Management (CRM);Specialised Skills,1398
Preparing Proposals,Media and Writing: Writing;Specialised Skills,1399
Market Research,Marketing and Public Relations: Market Analysis;Specialised Skills,1400
Pipe Welding,Manufacturing and Production: Welding;Specialised Skills,1401
Stick Welding,Manufacturing and Production: Welding;Specialised Skills,1402
Welding Equipment,Manufacturing and Production: Welding;Specialised Skills,1403
Trade Marketing,Marketing and Public Relations: General Marketing;Specialised Skills,1404
Data Verification,Analysis: Validation;Specialised Skills,1405
Invoice Preparation,Finance: Billing and Invoicing;Specialised Skills,1406
Concussion Diagnosis / Treatment,Health Care: Injury Treatment;Specialised Skills,1407
Vocational Rehabilitation,Health Care: Rehabilitation;Specialised Skills,1408
Investor Relations,Marketing and Public Relations: Investor Relations;Specialised Skills,1409
Indexing,Information Technology: Database Administration;Specialised Skills,1410
Business Case Creation,Business: Business Process and Analysis;Specialised Skills,1411
Construction Management,Architecture and Construction: Construction Management;Specialised Skills,1412
Supplier Management,Supply Chain and Logistics: Supplier Relationship Management;Specialised Skills,1413
Showroom Sales,Sales: Retail Sales;Specialised Skills,1414
Visual Merchandising,Sales: Merchandising;Specialised Skills,1415
Weed Eaters,"Agriculture, Horticulture, and the Outdoors: Landscaping and Yard Care;Specialised Skills",1416
Photo Shoots,Media and Writing: Visual Design Production;Specialised Skills,1417
SAP Ariba,Supply Chain and Logistics: Supplier Relationship Management;Specialised Skills,1418
Working With Patient And/Or Condition: Bathing,Health Care: Basic Living Activities Support;Specialised Skills,1419
Digital Preservation,Education and Training: Archiving;Specialised Skills,1420
Metadata,Information Technology: Data Storage;Specialised Skills,1421
Motorcycle Sales,Specialised Skills,1422
Working With Patient And/Or Condition: Back Injury,Specialised Skills,1423
Telehealth,Health Care: Basic Patient Care;Specialised Skills,1424
Brand Management,Marketing and Public Relations: Brand Management;Specialised Skills,1425
Brand Planning,Marketing and Public Relations: Brand Management;Specialised Skills,1426
Marketing Communications,Marketing and Public Relations: Marketing Management;Specialised Skills,1427
Sales Opportunities,Sales: Prospecting and Qualification;Specialised Skills,1428
Sales Strategy,Sales: General Sales;Specialised Skills,1429
Network Hardware/Software Maintenance,Information Technology: Technical Support;Specialised Skills,1430
EIGRP,Information Technology: Network Protocols;Specialised Skills,1431
OSPF,Information Technology: Network Protocols;Specialised Skills,1432
Risk System,Business: Risk Management;Specialised Skills,1433
Benchmarking,Business: Business Strategy;Specialised Skills,1434
Competitive Analysis,Marketing and Public Relations: Market Analysis;Specialised Skills,1435
Presentation Design,Design: Presentation Design;Specialised Skills,1436
Telecommunications Industry Knowledge,Specialised Skills,1437
Medical Oncology,Health Care: Oncology;Specialised Skills,1438
Desktop Publishing,Design: Graphic and Visual Design Software;Specialised Skills,1439
Speech Writing,Media and Writing: Writing;Specialised Skills,1440
Visual Design,Design: Graphic and Visual Design;Specialised Skills,1441
Billing Systems,Finance: Billing and Invoicing;Specialised Skills,1442
Production Planning,Supply Chain and Logistics: Supply Chain Planning;Specialised Skills,1443
Cytopathology,Health Care: Pathology;Specialised Skills,1444
Working With Patient And/Or Condition: Biopsy,Health Care: Pathology;Specialised Skills,1445
Plastic Surgery,Health Care: Surgery;Specialised Skills,1446
Internal Communications,Business: Business Communications;Specialised Skills,1447
Grand Rounds,Health Care: Health Care Procedure and Regulation;Specialised Skills,1448
Commercial Roofing,Architecture and Construction: Roofing;Specialised Skills,1449
Metal Roofing,Architecture and Construction: Roofing;Specialised Skills,1450
Logistics Management,Supply Chain and Logistics: Logistics;Specialised Skills,1451
Operations Analysis,Supply Chain and Logistics: Operations Analysis;Specialised Skills,1452
Health Education,Health Care: Public Health and Disease Prevention;Specialised Skills,1453
Therapeutic Procedures,Health Care: Alternative Therapy;Specialised Skills,1454
Ansys,Engineering: Engineering Software;Specialised Skills,1455
Product Design,Design: Industrial Design;Specialised Skills,1456
Balance Sheet Analysis,Finance: Financial Analysis;Specialised Skills,1457
Liquidity Risk,Business: Risk Management;Specialised Skills,1458
Hoisting Equipment,Supply Chain and Logistics: Material Handling;Specialised Skills,1459
Disease Control,Health Care: Public Health and Disease Prevention;Specialised Skills,1460
Outpatient Treatment,Health Care: General Medicine;Specialised Skills,1461
Biological Material,Specialised Skills,1462
Regulatory Affairs,Legal: Regulation and Law Compliance;Specialised Skills,1463
Regulatory Documents,Health Care: Health Care Procedure and Regulation;Specialised Skills,1464
Pest Control,Specialised Skills,1465
Cash Management,Finance: Cash Management;Specialised Skills,1466
Cloud Computing,Information Technology: Cloud Computing;Specialised Skills,1467
Advanced Cardiac Life Support (ACLS),Health Care: Emergency and Intensive Care;Specialised Skills,1468
Rehabilitation Services,Health Care: Rehabilitation;Specialised Skills,1469
Working With Patient And/Or Condition: Brain Injury,Health Care: Injury Treatment;Specialised Skills,1470
Product Distribution,Supply Chain and Logistics: Logistics;Specialised Skills,1471
Email Marketing,Marketing and Public Relations: Online Marketing;Specialised Skills,1472
Marketo,Marketing and Public Relations: Online Marketing;Specialised Skills,1473
Online Marketing,Marketing and Public Relations: Online Marketing;Specialised Skills,1474
Wound Management,Health Care: Injury Treatment;Specialised Skills,1475
Retail Channel,Sales: Retail Sales;Specialised Skills,1476
Site and Study Management,Specialised Skills,1477
Payables,Finance: Accounts Payable and Receivable;Specialised Skills,1478
Viscera,Specialised Skills,1479
Signavio Process Editor,Specialised Skills,1480
Family Support,Health Care: Patient Education and Support;Specialised Skills,1481
3PL (Third Party Logistics),Supply Chain and Logistics: Logistics;Specialised Skills,1482
Supply Chain Coordination,Supply Chain and Logistics: Supply Chain Management;Specialised Skills,1483
Data Lakes / Reservoirs,Information Technology: Data Storage;Specialised Skills,1484
Unified Modelling Language (UML),Information Technology: Programming Principles;Specialised Skills,1485
Clerical Duties,Administration: General Administrative and Clerical Tasks;Specialised Skills,1486
Store Operations,Supply Chain and Logistics: Retail Store Operations;Specialised Skills,1487
Stickler,Specialised Skills,1488
Technical Project Management,Business: Project Management;Specialised Skills,1489
Consumer Segmentation,Marketing and Public Relations: Marketing Management;Specialised Skills,1490
HubSpot,Marketing and Public Relations: Online Marketing;Specialised Skills,1491
LinkedIn,Marketing and Public Relations: Social Media;Specialised Skills,1492
Camera Operation,Media and Writing: Visual Design Production;Specialised Skills,1493
Accounting Management,Finance: General Accounting;Specialised Skills,1494
Mortgage Lending,Finance: Mortgage Lending;Specialised Skills,1495
Agricultural Industry Knowledge,Specialised Skills,1496
Contract Negotiation,Business: Contract Management;Specialised Skills,1497
Kentico,Specialised Skills,1498
Dairy Industry Knowledge,Information Technology: General Networking;Specialised Skills,1499
Procurement,Supply Chain and Logistics: Procurement;Specialised Skills,1500
Supplier Evaluation,Supply Chain and Logistics: Procurement;Specialised Skills,1501
Supply Chain Industry Knowledge,Specialised Skills,1502
Hazard Analysis,Environment: Hazardous Waste Management;Specialised Skills,1503
Inventory Role,Specialised Skills,1504
Hospice,Health Care: Advanced Patient Care;Specialised Skills,1505
Integrated Logistics,Supply Chain and Logistics: Logistics;Specialised Skills,1506
Patrol Boats,Specialised Skills,1507
Basic Carpentry,Architecture and Construction: Carpentry;Specialised Skills,1508
Construction Labour,Architecture and Construction: Construction Labor;Specialised Skills,1509
Water Treatment,Environment: Water Testing and Treatment;Specialised Skills,1510
Litigation,Legal: Litigation;Specialised Skills,1511
Urgent Care,Health Care: Emergency and Intensive Care;Specialised Skills,1512
Product Assortment,Customer and Client Support: Basic Customer Service;Specialised Skills,1513
Traffic Maintenance,Specialised Skills,1514
Speech Language Pathology,Health Care: Speech Language Pathology;Specialised Skills,1515
Student Learning Outcomes,Education and Training: Education Administration;Specialised Skills,1516
Human Resources Systems,Specialised Skills,1517
System Implementation,Health Care: Clinical Informatics;Specialised Skills,1518
Mail Distribution,Administration: General Administrative and Clerical Tasks;Specialised Skills,1519
Clinical Monitoring,Health Care: Clinical Data Management;Specialised Skills,1520
Clinical Trial Management,Health Care: Clinical Research;Specialised Skills,1521
Dental Experience,Health Care: Dental Care;Specialised Skills,1522
Warehouse Management Systems,Supply Chain and Logistics: Warehouse Management;Specialised Skills,1523
Accounting Systems,Finance: Accounting and Finance Software;Specialised Skills,1524
Change Management Process,Business: Business Management;Specialised Skills,1525
Business Process Modelling,Business: Business Consulting;Specialised Skills,1526
Strategic Analysis,Business: Business Strategy;Specialised Skills,1527
Candidate Interviewing,Human Resources: Recruitment;Specialised Skills,1528
Programme Implementation,Education and Training: Program Management;Specialised Skills,1529
Asbestos Removal,Architecture and Construction: Construction Inspection;Specialised Skills,1530
Autoencoders,Specialised Skills,1531
Convolutional Neural Network (CNN),Specialised Skills,1532
Deep Learning,Analysis: Machine Learning;Specialised Skills,1533
Long Short-Term Memory (LSTM),Specialised Skills,1534
TensorFlow,Specialised Skills,1535
Food Manufacturing Industry Knowledge,Specialised Skills,1536
Insurance Underwriting,Finance: Underwriting;Specialised Skills,1537
Retail Store Management,Supply Chain and Logistics: Store Management;Specialised Skills,1538
Fashion Industry Knowledge,Specialised Skills,1539
City Planning,"Economics, Policy, and Social Studies: Urban Planning;Specialised Skills",1540
Climate Change,Environment: Environmental Work;Specialised Skills,1541
Environmental Policy,Environment: Environmental Work;Specialised Skills,1542
Transport Planning,Specialised Skills,1543
5S Methodology,Business: Operations Management;Specialised Skills,1544
Lean Manufacturing,Manufacturing and Production: Lean Manufacturing;Specialised Skills,1545
Non-Conformance Assessment,Manufacturing and Production: Manufacturing Standards;Specialised Skills,1546
Grant Writing,Media and Writing: Writing;Specialised Skills,1547
Strategic Partnerships,Business: Business Strategy;Specialised Skills,1548
Information Technology Industry Knowledge,Health Care: Medical Billing and Coding;Specialised Skills,1549
Service Improvement,Customer and Client Support: Advanced Customer Service;Specialised Skills,1550
Customer Accounts,Customer and Client Support: Basic Customer Service;Specialised Skills,1551
Cabinetry,Architecture and Construction: Carpentry;Specialised Skills,1552
Sandblasting,"Maintenance, Repair, and Installation: Power Tools;Specialised Skills",1553
Fixed Asset Register,Specialised Skills,1554
General Ledger,Finance: General Accounting;Specialised Skills,1555
Buying Experience,Supply Chain and Logistics: Procurement;Specialised Skills,1556
Bilingual,Specialised Skills,1557
Case File Management,Legal: Litigation;Specialised Skills,1558
Mailing,Administration: General Administrative and Clerical Tasks;Specialised Skills,1559
Boilers,"Maintenance, Repair, and Installation: HVAC;Specialised Skills",1560
Two-Way Radio Operation,Engineering: Radio Frequency Equipment;Specialised Skills,1561
Trading Strategy,Finance: Financial Trading;Specialised Skills,1562
Computer Networking,Information Technology: General Networking;Specialised Skills,1563
Sledgehammers,"Maintenance, Repair, and Installation: Hand Tools;Specialised Skills",1564
Internal Medicine,Health Care: General Medicine;Specialised Skills,1565
Task Analysis,Business: Business Process and Analysis;Specialised Skills,1566
Health and Safety Compliance,Human Resources: Occupational Health and Safety;Specialised Skills,1567
Vehicle Maintenance,"Maintenance, Repair, and Installation: Vehicle Repair and Maintenance;Specialised Skills",1568
Environmental Health and Safety,Human Resources: Occupational Health and Safety;Specialised Skills,1569
Environmental Planning,Environment: Environmental Work;Specialised Skills,1570
Workforce Development,Human Resources: Talent Management;Specialised Skills,1571
Electrical Design,Architecture and Construction: Electrical Construction;Specialised Skills,1572
Transmission Repair,"Maintenance, Repair, and Installation: Vehicle Repair and Maintenance;Specialised Skills",1573
Spring Boot,Information Technology: Software Development Tools;Specialised Skills,1574
Animation,Design: Animation and Game Design;Specialised Skills,1575
Augmented Reality (AR),Specialised Skills,1576
Survey Design,Science and Research: Surveys;Specialised Skills,1577
Microsoft CRM,Marketing and Public Relations: Customer Relationship Management (CRM);Specialised Skills,1578
Health Information,Health Care: Health Information Management and Security;Specialised Skills,1579
Health Information Management (HIM),Health Care: Health Information Management and Security;Specialised Skills,1580
Hospital Management,Health Care: Health Care Procedure and Regulation;Specialised Skills,1581
Biochemistry,Science and Research: Chemistry;Specialised Skills,1582
